area_type,availability,location,total_sqft,bath,balcony,rooms,price
Super built-up  Area,0.0,Yelahanka,1890.0,3.0,2.0,3,109.0
Super built-up  Area,1.0,Yelahanka,700.0,1.0,1.0,1,38.0
Super built-up  Area,1.0,Yelahanka,1491.0,3.0,2.0,3,85.0
Built-up  Area,1.0,Yelahanka,2088.0,5.0,0.0,4,110.0
Super built-up  Area,1.0,Yelahanka,1600.0,3.0,3.0,3,100.0
Super built-up  Area,1.0,Yelahanka,1705.0,3.0,2.0,3,85.0
Built-up  Area,1.0,Yelahanka,1350.0,2.0,3.0,3,85.0
Built-up  Area,1.0,Yelahanka,1633.0,3.0,2.0,3,110.0
Super built-up  Area,0.0,Yelahanka,827.5,1.0,0.0,1,42.535
Super built-up  Area,1.0,Yelahanka,1355.0,2.0,3.0,3,75.0
Super built-up  Area,1.0,Yelahanka,1104.0,2.0,2.0,2,58.0
Super built-up  Area,0.0,Yelahanka,1175.0,2.0,1.0,2,67.77
Super built-up  Area,1.0,Yelahanka,1322.0,2.0,1.0,2,77.9
Built-up  Area,0.0,Yelahanka,602.0,1.0,1.0,1,33.0
Super built-up  Area,1.0,Yelahanka,1315.0,2.0,3.0,2,77.0
Built-up  Area,1.0,Yelahanka,567.0,1.0,1.0,1,25.0
Super built-up  Area,0.0,Yelahanka,602.0,2.0,1.0,1,30.0
Super built-up  Area,1.0,Yelahanka,1267.0,3.0,1.0,2,78.0
Super built-up  Area,0.0,Yelahanka,1360.0,2.0,1.0,2,78.19
Built-up  Area,1.0,Yelahanka New Town,650.0,1.0,2.0,1,33.0
Super built-up  Area,1.0,Yelahanka New Town,500.0,1.0,1.0,1,20.0
Super built-up  Area,1.0,Yelahanka New Town,440.0,1.0,1.0,1,16.5
Super built-up  Area,1.0,Yelahanka New Town,1610.0,3.0,2.0,3,92.0
Super built-up  Area,1.0,Yelahanka New Town,1700.0,3.0,2.0,3,90.0
Super built-up  Area,1.0,Yelahanka New Town,650.0,1.0,1.0,1,20.0
Built-up  Area,1.0,Yelahanka New Town,350.0,1.0,1.0,1,13.5
Super built-up  Area,1.0,Yelahanka New Town,1385.0,2.0,3.0,2,65.0
Super built-up  Area,1.0,Yelahanka New Town,500.0,2.0,1.0,1,24.0
Built-up  Area,1.0,Yelahanka New Town,650.0,1.0,1.0,1,17.0
Built-up  Area,1.0,Yelahanka New Town,450.0,1.0,0.0,1,16.0
Super built-up  Area,1.0,Yelahanka New Town,960.0,2.0,2.0,2,50.0
Built-up  Area,1.0,Yelahanka New Town,1209.0,2.0,3.0,3,65.0
Super built-up  Area,1.0,Yelahanka New Town,1400.0,2.0,2.0,3,80.0
Super built-up  Area,1.0,Yelahanka New Town,450.0,1.0,1.0,1,15.0
Super built-up  Area,1.0,Yelahanka New Town,500.0,1.0,1.0,1,18.0
Super built-up  Area,0.0,Yelahanka New Town,1420.0,2.0,1.0,3,75.0
Carpet  Area,1.0,Yelahanka New Town,485.021334,2.0,1.0,1,18.0
Plot  Area,1.0,Yelahanka New Town,2200.0,2.0,0.0,2,180.0
Built-up  Area,1.0,Yelahanka New Town,488.0,1.0,1.0,1,20.0
Super built-up  Area,1.0,Yelahanka New Town,1100.0,2.0,1.0,2,58.0
Built-up  Area,1.0,Yelahanka New Town,1000.0,2.0,1.0,2,44.0
Super built-up  Area,1.0,Yelahanka New Town,650.0,1.0,1.0,1,18.0
Plot  Area,1.0,Yelahanka New Town,1740.0,3.0,2.0,3,150.0
Built-up  Area,1.0,Yelahanka New Town,1290.0,2.0,2.0,2,70.0
Super built-up  Area,1.0,Yelenahalli,1240.0,2.0,2.0,2,47.12
Built-up  Area,1.0,Yelenahalli,1200.0,2.0,2.0,2,46.17
Super built-up  Area,1.0,Yelenahalli,1260.0,2.0,2.0,2,47.88
Super built-up  Area,1.0,Yelenahalli,1175.0,2.0,2.0,2,50.0
Super built-up  Area,1.0,Yelenahalli,1650.0,3.0,3.0,3,68.0
Super built-up  Area,1.0,Yelenahalli,1200.0,2.0,2.0,2,45.6
Built-up  Area,1.0,Yelenahalli,1200.0,2.0,1.0,2,46.17
Super built-up  Area,1.0,Yelenahalli,1160.0,2.0,2.0,2,44.08
Super built-up  Area,0.0,Yeshwanthpur,1693.0,3.0,3.0,3,108.0
Super built-up  Area,1.0,Yeshwanthpur,667.0,1.0,1.0,1,36.85
Super built-up  Area,0.0,Yeshwanthpur,1950.0,4.0,0.0,4,130.0
Super built-up  Area,1.0,Yeshwanthpur,665.0,1.0,1.0,1,36.85
Super built-up  Area,1.0,Yeshwanthpur,671.0,1.0,1.0,1,36.85
Super built-up  Area,1.0,Yeshwanthpur,1277.5,2.0,0.0,2,95.815
Super built-up  Area,1.0,Yeshwanthpur,668.0,1.0,1.0,1,36.85
Super built-up  Area,0.0,Yeshwanthpur,1185.0,2.0,2.0,2,75.84
Super built-up  Area,1.0,Yeshwanthpur,1195.0,2.0,2.0,2,100.0
Super built-up  Area,0.0,Yeshwanthpur,1313.0,3.0,1.0,3,96.0
Super built-up  Area,1.0,Yeshwanthpur,1400.0,2.0,2.0,2,100.0
Super built-up  Area,1.0,Yeshwanthpur,673.0,1.0,1.0,1,36.85
Super built-up  Area,1.0,Yeshwanthpur,717.0,2.0,0.0,2,49.475
Super built-up  Area,1.0,Yeshwanthpur,3600.0,5.0,1.0,4,220.0
Super built-up  Area,1.0,Yeshwanthpur,605.0,1.0,0.0,1,41.745
Super built-up  Area,1.0,Yeshwanthpur,669.0,1.0,1.0,1,36.85
Built-up  Area,1.0,Yeshwanthpur,3027.0,4.0,3.0,3,260.0
Super built-up  Area,1.0,Yeshwanthpur,670.0,1.0,1.0,1,36.85
Super built-up  Area,1.0,Yeshwanthpur,1240.0,2.0,2.0,2,80.0
Super built-up  Area,0.0,Yeshwanthpur,1713.0,3.0,2.0,3,110.0
Super built-up  Area,1.0,Yeshwanthpur,1144.0,2.0,2.0,2,67.0
Super built-up  Area,1.0,Yeshwanthpur,1541.0,2.0,2.0,2,130.0
Plot  Area,1.0,Yeshwanthpur,1362.0,2.0,0.0,2,100.0
Super built-up  Area,1.0,Yeshwanthpur,666.0,1.0,1.0,1,36.8
Super built-up  Area,1.0,Yeshwanthpur,1855.0,3.0,3.0,3,140.0
Super built-up  Area,1.0,Yeshwanthpur,1165.0,2.0,1.0,2,85.0
Super built-up  Area,1.0,Yeshwanthpur,1825.0,3.0,2.0,3,145.0
Super built-up  Area,1.0,Yeshwanthpur,994.0,2.0,0.0,1,54.67
Built-up  Area,1.0,Yeshwanthpur,650.0,1.0,0.0,1,40.0
Super built-up  Area,1.0,Yeshwanthpur,1500.0,3.0,1.0,3,100.0
Super built-up  Area,1.0,Yeshwanthpur,674.0,1.0,1.0,1,36.85
Super built-up  Area,1.0,Yeshwanthpur,672.0,1.0,1.0,1,36.85
Super built-up  Area,0.0,Yeshwanthpur,1692.0,3.0,3.0,3,108.0
Built-up  Area,1.0,Yeshwanthpur,2500.0,5.0,2.0,6,185.0
Super built-up  Area,1.0,Yeshwanthpur,1855.0,3.0,3.0,3,135.0
Super built-up  Area,1.0,Yeshwanthpur,1876.0,3.0,3.0,3,160.0
Super built-up  Area,1.0,others,2770.0,4.0,2.0,3,290.0
Super built-up  Area,1.0,others,600.0,1.0,0.0,1,38.0
Super built-up  Area,1.0,others,1500.0,2.0,2.0,2,185.0
Super built-up  Area,1.0,others,840.0,2.0,2.0,2,45.0
Plot  Area,1.0,others,4395.0,3.0,2.0,3,240.0
Super built-up  Area,1.0,others,845.0,2.0,1.0,2,55.0
Built-up  Area,1.0,others,2511.0,3.0,3.0,3,205.0
Super built-up  Area,1.0,others,1660.0,2.0,2.0,3,105.0
Built-up  Area,1.0,others,1200.0,2.0,1.0,2,65.0
Built-up  Area,1.0,others,1200.0,3.0,1.0,3,90.0
Built-up  Area,1.0,others,782.0,2.0,2.0,2,55.68
Super built-up  Area,1.0,others,1800.0,3.0,3.0,3,120.0
Super built-up  Area,1.0,others,1413.0,2.0,2.0,3,75.0
Super built-up  Area,0.0,others,945.0,2.0,1.0,2,54.0
Built-up  Area,1.0,others,1870.0,3.0,3.0,3,110.0
Super built-up  Area,0.0,others,1260.0,2.0,2.0,3,85.05
Super built-up  Area,1.0,others,2795.0,4.0,1.0,3,235.0
Super built-up  Area,1.0,others,1904.0,3.0,1.0,3,150.0
Super built-up  Area,1.0,others,2000.0,3.0,1.0,3,175.0
Plot  Area,1.0,others,1500.0,3.0,2.0,3,100.0
Built-up  Area,1.0,others,1783.0,3.0,1.0,3,115.0
Super built-up  Area,1.0,others,912.0,2.0,1.0,3,70.0
Super built-up  Area,1.0,others,1580.0,3.0,3.0,3,100.0
Super built-up  Area,1.0,others,1415.0,3.0,3.0,3,78.0
Super built-up  Area,1.0,others,2405.0,4.0,2.0,3,260.0
Plot  Area,1.0,others,1500.0,2.0,1.0,2,115.0
Built-up  Area,1.0,others,1060.0,2.0,2.0,2,60.0
Plot  Area,1.0,others,2600.0,8.0,2.0,8,180.0
Super built-up  Area,1.0,others,1285.0,2.0,3.0,2,72.5
Plot  Area,0.0,others,4050.0,3.0,2.0,3,280.0
Built-up  Area,1.0,others,1280.0,2.0,1.0,2,69.0
Super built-up  Area,1.0,others,3045.0,3.0,2.0,3,170.0
Plot  Area,1.0,others,900.0,2.0,1.0,2,110.0
Super built-up  Area,1.0,others,1560.0,3.0,3.0,3,115.0
Plot  Area,1.0,others,1200.0,4.0,3.0,4,165.0
Built-up  Area,1.0,others,1645.0,3.0,2.0,3,95.0
Plot  Area,0.0,others,1200.0,2.0,0.0,2,79.0
Plot  Area,1.0,others,1350.0,2.0,0.0,3,140.0
Super built-up  Area,1.0,others,1800.0,3.0,0.0,3,150.0
Super built-up  Area,1.0,others,1762.0,3.0,1.0,3,125.0
Super built-up  Area,1.0,others,1308.0,2.0,2.0,2,89.04
Super built-up  Area,1.0,others,1200.0,3.0,0.0,3,90.0
Super built-up  Area,0.0,others,2023.71,3.0,2.0,3,275.0
Super built-up  Area,1.0,others,2150.0,4.0,1.0,3,240.0
Built-up  Area,1.0,others,3309.0,4.0,3.0,4,325.0
Super built-up  Area,1.0,others,5000.0,9.0,3.0,11,360.0
Super built-up  Area,1.0,others,1150.0,2.0,2.0,2,126.0
Super built-up  Area,1.0,others,1200.0,2.0,1.0,2,74.0
Super built-up  Area,1.0,others,1753.0,3.0,2.0,3,120.0
Plot  Area,0.0,others,720.0,2.0,1.0,2,45.0
Plot  Area,1.0,others,1200.0,3.0,1.0,4,165.0
Built-up  Area,1.0,others,700.0,1.0,0.0,1,41.0
Built-up  Area,0.0,others,1595.0,3.0,2.0,3,115.0
Super built-up  Area,1.0,others,1353.0,2.0,2.0,2,110.0
Built-up  Area,1.0,others,1200.0,2.0,0.0,1,85.0
Built-up  Area,1.0,others,1325.0,2.0,1.0,3,90.0
Super built-up  Area,1.0,others,1056.0,2.0,1.0,2,80.0
Super built-up  Area,1.0,others,1544.0,3.0,1.0,3,120.0
Plot  Area,1.0,others,1200.0,2.0,0.0,2,65.0
Built-up  Area,1.0,others,540.0,1.0,1.0,1,36.0
Super built-up  Area,1.0,others,1578.0,3.0,1.0,3,180.0
Plot  Area,1.0,others,1600.0,2.0,0.0,2,115.0
Super built-up  Area,0.0,others,416.0,1.0,1.0,1,18.5
Built-up  Area,1.0,others,834.0,1.0,1.0,1,60.0
Plot  Area,1.0,others,1125.0,4.0,1.0,3,70.0
Super built-up  Area,0.0,others,3000.0,5.0,2.0,4,260.0
Plot  Area,1.0,others,2160.0,5.0,1.0,6,250.0
Super built-up  Area,1.0,others,469.0,1.0,0.0,1,25.0
Super built-up  Area,1.0,others,1630.0,2.0,2.0,2,200.0
Built-up  Area,1.0,others,1200.0,2.0,0.0,3,70.0
Super built-up  Area,1.0,others,1350.0,3.0,0.0,3,77.0
Built-up  Area,0.0,others,4046.0,4.0,0.0,4,445.0
Super built-up  Area,0.0,others,1180.0,2.0,2.0,3,78.34
Super built-up  Area,1.0,others,1355.0,2.0,2.0,2,115.0
Plot  Area,1.0,others,600.0,1.0,0.0,1,50.0
Super built-up  Area,1.0,others,1875.0,3.0,2.0,3,165.0
Plot  Area,1.0,others,600.0,2.0,1.0,2,55.0
Super built-up  Area,1.0,others,1750.0,3.0,1.0,3,120.0
Plot  Area,1.0,others,1092.0,2.0,1.0,3,98.5
Super built-up  Area,0.0,others,1855.0,3.0,1.0,3,225.0
Plot  Area,1.0,others,1200.0,3.0,2.0,4,85.0
Built-up  Area,1.0,others,425.0,1.0,0.0,1,20.03
Plot  Area,1.0,others,600.0,1.0,1.0,1,60.0
Super built-up  Area,1.0,others,1468.0,2.0,1.0,2,140.0
Plot  Area,1.0,others,4300.0,5.0,2.0,4,550.0
Super built-up  Area,1.0,others,775.0,2.0,1.0,2,55.0
Super built-up  Area,1.0,others,1352.0,3.0,0.0,3,135.0
Super built-up  Area,1.0,others,1566.0,3.0,1.0,3,83.3
Plot  Area,1.0,others,1200.0,3.0,1.0,4,95.0
Super built-up  Area,1.0,others,1976.0,3.0,1.0,3,184.0
Plot  Area,1.0,others,5500.0,4.0,1.0,4,600.0
Plot  Area,1.0,others,1200.0,3.0,0.0,3,95.0
Super built-up  Area,1.0,others,1180.0,2.0,1.0,2,69.0
Super built-up  Area,1.0,others,686.0,1.0,1.0,1,17.0
Built-up  Area,1.0,others,1500.0,4.0,1.0,4,180.0
Super built-up  Area,1.0,others,1282.0,2.0,2.0,2,87.0
Built-up  Area,1.0,others,1500.0,2.0,2.0,3,95.0
Super built-up  Area,1.0,others,1300.0,1.0,1.0,2,115.0
Built-up  Area,1.0,others,530.0,1.0,1.0,1,20.0
Super built-up  Area,1.0,others,1350.0,2.0,3.0,2,80.0
Plot  Area,1.0,others,2400.0,6.0,3.0,8,125.0
Super built-up  Area,1.0,others,1141.0,2.0,0.0,2,62.0
Super built-up  Area,1.0,others,950.0,1.0,1.0,1,40.0
Built-up  Area,1.0,others,1480.0,3.0,2.0,3,90.0
Super built-up  Area,1.0,others,1600.0,3.0,3.0,3,90.0
Plot  Area,1.0,others,1200.0,4.0,0.0,4,135.0
Plot  Area,1.0,others,1500.0,3.0,2.0,3,115.0
Super built-up  Area,0.0,others,1824.0,3.0,3.0,3,125.0
Plot  Area,1.0,others,750.0,1.0,0.0,1,56.25
Plot  Area,1.0,others,6000.0,5.0,3.0,4,400.0
Built-up  Area,1.0,others,2400.0,3.0,2.0,3,170.0
Super built-up  Area,1.0,others,1500.0,2.0,2.0,3,98.0
Super built-up  Area,1.0,others,3095.0,3.0,3.0,3,350.0
Plot  Area,1.0,others,1200.0,1.0,1.0,1,28.0
Plot  Area,1.0,others,1500.0,3.0,3.0,3,100.0
Plot  Area,1.0,others,1560.0,5.0,1.0,5,145.0
Super built-up  Area,1.0,others,1560.0,3.0,1.0,3,188.0
Super built-up  Area,1.0,others,485.0,1.0,1.0,1,15.0
Plot  Area,1.0,others,1200.0,3.0,1.0,3,130.0
Super built-up  Area,1.0,others,1050.0,2.0,1.0,2,67.0
Super built-up  Area,1.0,others,1596.0,3.0,1.0,3,105.0
Plot  Area,1.0,others,1200.0,3.0,1.0,3,85.0
Built-up  Area,0.0,others,1132.0,2.0,1.0,2,67.0
Super built-up  Area,1.0,others,1515.0,3.0,3.0,3,88.0
Super built-up  Area,0.0,others,1380.0,2.0,1.0,2,80.0
Built-up  Area,1.0,others,4346.0,5.0,1.0,4,500.0
Super built-up  Area,1.0,others,2200.0,3.0,1.0,3,187.0
Built-up  Area,1.0,others,3329.0,3.0,2.0,3,330.0
Plot  Area,1.0,others,3600.0,4.0,1.0,4,300.0
Super built-up  Area,1.0,others,3500.0,3.0,3.0,4,450.0
Super built-up  Area,1.0,others,1093.0,2.0,2.0,2,65.0
Carpet  Area,1.0,others,1535.0,3.0,1.0,3,95.0
Super built-up  Area,0.0,others,1100.0,2.0,1.0,2,62.7
Super built-up  Area,1.0,others,2197.0,4.0,3.0,3,280.0
Built-up  Area,1.0,others,1100.0,2.0,1.0,2,60.0
Plot  Area,1.0,others,1600.0,3.0,1.0,4,172.0
Built-up  Area,1.0,others,1450.0,2.0,2.0,3,85.0
Built-up  Area,1.0,others,2000.0,3.0,1.0,4,166.0
Built-up  Area,1.0,others,1756.0,3.0,3.0,3,100.0
Super built-up  Area,0.0,others,1532.0,3.0,3.0,3,92.0
Built-up  Area,1.0,others,1650.0,3.0,0.0,3,110.0
Built-up  Area,1.0,others,1200.0,2.0,2.0,2,66.0
Super built-up  Area,1.0,others,1525.0,2.0,3.0,3,122.0
Plot  Area,1.0,others,2400.0,3.0,1.0,4,200.0
Built-up  Area,1.0,others,1000.0,2.0,1.0,2,130.0
Plot  Area,1.0,others,3040.0,1.0,1.0,2,180.0
Super built-up  Area,1.0,others,1390.0,3.0,1.0,3,120.0
Super built-up  Area,1.0,others,1135.0,2.0,2.0,2,68.0
Super built-up  Area,1.0,others,900.0,2.0,1.0,2,55.0
Super built-up  Area,1.0,others,2500.0,3.0,1.0,3,250.0
Plot  Area,0.0,others,1000.0,4.0,3.0,3,66.0
Super built-up  Area,1.0,others,1269.72,2.0,2.0,2,68.0
Plot  Area,1.0,others,1168.0,3.0,0.0,3,70.0
Plot  Area,1.0,others,2100.0,4.0,1.0,4,155.0
Super built-up  Area,1.0,others,1515.0,3.0,3.0,3,93.93
Built-up  Area,1.0,others,2700.0,4.0,2.0,6,214.0
Super built-up  Area,1.0,others,2000.0,3.0,2.0,3,210.0
Plot  Area,1.0,others,2400.0,4.0,1.0,5,300.0
Super built-up  Area,1.0,others,1760.0,3.0,3.0,3,176.0
Built-up  Area,1.0,others,595.0,1.0,1.0,1,42.0
Built-up  Area,1.0,others,1170.0,2.0,2.0,2,86.0
Plot  Area,1.0,others,2200.0,4.0,3.0,4,235.0
Carpet  Area,1.0,others,1650.0,3.0,3.0,3,175.0
Super built-up  Area,1.0,others,1670.0,3.0,3.0,3,91.86
Built-up  Area,1.0,others,1250.0,2.0,1.0,3,80.0
Plot  Area,1.0,others,1650.0,4.0,1.0,3,160.0
Super built-up  Area,0.0,others,1494.0,2.0,2.0,3,94.55
Super built-up  Area,1.0,others,800.0,2.0,3.0,2,50.0
Super built-up  Area,1.0,others,1225.0,2.0,2.0,2,150.0
Super built-up  Area,0.0,others,3675.0,4.0,3.0,4,367.0
Plot  Area,1.0,others,1200.0,2.0,2.0,2,150.0
Plot  Area,1.0,others,1350.0,2.0,1.0,2,80.0
Super built-up  Area,1.0,others,1614.0,3.0,1.0,3,110.0
Super built-up  Area,1.0,others,1188.0,2.0,3.0,2,73.0
Super built-up  Area,1.0,others,1480.0,3.0,2.0,3,90.0
Plot  Area,1.0,others,680.0,2.0,0.0,2,42.0
Built-up  Area,1.0,others,955.0,2.0,3.0,2,53.55
Super built-up  Area,1.0,others,2479.13,3.0,1.0,3,215.0
Built-up  Area,1.0,others,1100.0,2.0,0.0,2,106.0
Super built-up  Area,1.0,others,1925.0,3.0,2.0,3,120.0
Super built-up  Area,1.0,others,650.0,1.0,1.0,1,26.0
Super built-up  Area,0.0,others,2000.0,3.0,3.0,3,207.0
Plot  Area,1.0,others,1050.0,2.0,0.0,2,110.0
Built-up  Area,1.0,others,1685.0,2.0,1.0,3,110.0
Super built-up  Area,0.0,others,1550.0,3.0,3.0,3,110.0
Built-up  Area,1.0,others,500.0,1.0,0.0,1,20.0
Super built-up  Area,1.0,others,3155.0,4.0,2.0,3,370.0
Super built-up  Area,1.0,others,1765.0,3.0,3.0,3,105.0
Super built-up  Area,1.0,others,1265.0,2.0,3.0,2,70.0
Built-up  Area,1.0,others,1012.0,2.0,1.0,2,59.0
Super built-up  Area,1.0,others,2045.0,4.0,3.0,3,154.0
Plot  Area,1.0,others,2400.0,4.0,2.0,6,280.0
Super built-up  Area,1.0,others,581.91,2.0,1.0,1,25.0
Plot  Area,1.0,others,1158.0,2.0,2.0,3,85.0
Super built-up  Area,0.0,others,925.0,2.0,2.0,2,51.0
Built-up  Area,1.0,others,1415.0,2.0,3.0,2,110.0
Super built-up  Area,1.0,others,4750.0,5.0,1.0,4,600.0
Super built-up  Area,1.0,others,1840.0,3.0,2.0,3,155.0
Plot  Area,1.0,others,1350.0,2.0,1.0,2,185.0
Built-up  Area,1.0,others,824.0,2.0,0.0,2,60.0
Super built-up  Area,0.0,others,1340.0,2.0,1.0,3,100.0
Built-up  Area,1.0,others,1620.0,2.0,1.0,3,110.0
Built-up  Area,1.0,others,1533.0,3.0,2.0,3,115.0
Built-up  Area,1.0,others,1560.0,3.0,2.0,3,85.0
Super built-up  Area,1.0,others,750.0,1.0,2.0,1,25.0
Super built-up  Area,1.0,others,1375.0,2.0,3.0,3,85.0
Built-up  Area,1.0,others,1500.0,3.0,2.0,3,88.0
Super built-up  Area,1.0,others,1140.0,2.0,1.0,2,76.0
Super built-up  Area,1.0,others,1198.0,2.0,1.0,2,84.0
Built-up  Area,1.0,others,4000.0,4.0,1.0,4,520.0
Built-up  Area,1.0,others,1370.0,2.0,2.0,2,75.0
Super built-up  Area,1.0,others,1000.0,1.0,1.0,2,55.0
Plot  Area,1.0,others,1200.0,2.0,2.0,2,125.0
Built-up  Area,1.0,others,1050.0,1.0,1.0,1,70.0
Plot  Area,1.0,others,1200.0,2.0,0.0,3,80.0
Built-up  Area,1.0,others,400.0,1.0,0.0,1,14.0
Plot  Area,1.0,others,1575.0,4.0,0.0,5,150.0
Built-up  Area,1.0,others,4800.0,5.0,3.0,4,629.0
Super built-up  Area,1.0,others,1200.0,2.0,2.0,2,70.0
Super built-up  Area,1.0,others,1767.0,3.0,2.0,3,98.0
Super built-up  Area,1.0,others,1100.0,2.0,1.0,2,60.0
Super built-up  Area,1.0,others,1300.0,2.0,1.0,2,79.0
Super built-up  Area,1.0,others,3500.0,4.0,3.0,4,350.0
Built-up  Area,1.0,others,1000.0,2.0,0.0,3,110.0
Plot  Area,1.0,others,1800.0,4.0,2.0,4,145.0
Built-up  Area,1.0,others,2400.0,3.0,1.0,3,260.0
Super built-up  Area,1.0,others,1533.0,3.0,2.0,3,85.0
Super built-up  Area,1.0,others,1452.55,2.0,3.0,2,110.0
Built-up  Area,1.0,others,2357.0,3.0,2.0,3,151.0
Super built-up  Area,1.0,others,1170.0,2.0,3.0,2,105.0
Super built-up  Area,0.0,others,1411.0,3.0,2.0,3,91.72
Super built-up  Area,1.0,others,3095.0,3.0,3.0,3,375.0
Plot  Area,1.0,others,1100.0,3.0,1.0,3,78.0
Super built-up  Area,1.0,others,3600.0,4.0,1.0,4,365.0
Built-up  Area,1.0,others,1945.0,3.0,3.0,3,120.0
Super built-up  Area,1.0,others,1650.0,3.0,1.0,3,165.0
Plot  Area,1.0,others,1550.0,2.0,1.0,3,150.0
Built-up  Area,1.0,others,1150.0,2.0,1.0,3,75.0
Plot  Area,1.0,others,1200.0,3.0,1.0,3,74.0
Super built-up  Area,1.0,others,1229.0,3.0,1.0,3,86.03
Built-up  Area,1.0,others,1030.0,2.0,3.0,2,61.0
Built-up  Area,1.0,others,600.0,1.0,0.0,1,32.0
Super built-up  Area,1.0,others,1165.0,2.0,1.0,2,135.0
Built-up  Area,1.0,others,3000.0,4.0,2.0,4,240.0
Super built-up  Area,1.0,others,1315.0,2.0,2.0,2,90.0
Super built-up  Area,1.0,others,1210.0,2.0,2.0,2,72.0
Plot  Area,0.0,others,30000.0,4.0,1.0,4,2100.0
Super built-up  Area,1.0,others,1170.0,2.0,2.0,2,68.0
Plot  Area,1.0,others,1600.0,2.0,2.0,2,110.0
Super built-up  Area,1.0,others,1370.0,2.0,2.0,3,75.0
Super built-up  Area,0.0,others,1980.0,3.0,2.0,3,224.0
Super built-up  Area,1.0,others,1700.0,3.0,1.0,3,97.0
Super built-up  Area,1.0,others,1900.0,3.0,3.0,3,160.0
Built-up  Area,1.0,others,1100.0,2.0,1.0,2,75.0
Built-up  Area,1.0,others,1929.0,3.0,2.0,3,115.0
Built-up  Area,1.0,others,3161.0,4.0,3.0,4,214.0
Plot  Area,1.0,others,3515.0,3.0,1.0,3,420.0
Super built-up  Area,1.0,others,1100.0,2.0,1.0,2,70.0
Super built-up  Area,1.0,others,700.0,1.0,1.0,1,41.0
Plot  Area,1.0,others,3000.0,3.0,0.0,3,250.0
Super built-up  Area,1.0,others,1100.0,2.0,3.0,2,61.0
Plot  Area,1.0,others,1260.0,1.0,0.0,1,41.0
Plot  Area,1.0,others,1500.0,1.0,0.0,1,37.5
Built-up  Area,1.0,others,600.0,1.0,1.0,1,17.0
Super built-up  Area,1.0,others,1165.0,2.0,2.0,2,75.0
Plot  Area,1.0,others,1272.0,4.0,0.0,3,75.0
Plot  Area,1.0,others,1600.0,5.0,2.0,5,140.0
Super built-up  Area,1.0,others,1000.0,2.0,1.0,3,65.0
Plot  Area,1.0,others,2400.0,4.0,2.0,3,325.0
Built-up  Area,1.0,others,1463.0,1.0,1.0,2,142.0
Super built-up  Area,1.0,others,2401.0,3.0,2.0,3,185.0
Built-up  Area,1.0,others,1875.0,2.0,3.0,3,235.0
Plot  Area,1.0,others,1200.0,3.0,1.0,3,90.0
Built-up  Area,1.0,others,890.0,1.0,1.0,1,75.0
Plot  Area,1.0,others,2400.0,3.0,2.0,3,290.0
Super built-up  Area,1.0,others,1690.0,3.0,2.0,3,100.0
Plot  Area,1.0,others,1350.0,2.0,0.0,2,90.0
Super built-up  Area,1.0,others,1460.0,3.0,2.0,3,88.0
Super built-up  Area,1.0,others,1685.0,3.0,2.0,3,95.0
Plot  Area,0.0,others,800.0,1.0,0.0,1,52.0
Plot  Area,1.0,others,4000.0,5.0,1.0,4,280.0
Plot  Area,1.0,others,792.0,2.0,1.0,2,70.0
Plot  Area,1.0,others,2400.0,5.0,2.0,5,235.0
Plot  Area,1.0,others,461.82,1.0,1.0,1,31.7
Plot  Area,0.0,others,1500.0,2.0,0.0,3,85.0
Super built-up  Area,1.0,others,1260.0,2.0,1.0,2,75.0
Built-up  Area,1.0,others,2820.0,3.0,1.0,3,285.0
Built-up  Area,1.0,others,1950.0,3.0,2.0,3,130.0
Super built-up  Area,1.0,others,1350.0,2.0,2.0,3,140.0
Plot  Area,1.0,others,4051.0,4.0,3.0,4,345.0
Super built-up  Area,1.0,others,1308.0,2.0,2.0,2,92.66
Super built-up  Area,1.0,others,2100.0,3.0,3.0,3,170.0
Built-up  Area,1.0,others,1991.0,3.0,2.0,3,160.0
Built-up  Area,1.0,others,1200.0,3.0,2.0,3,66.0
Plot  Area,0.0,others,3000.0,4.0,3.0,4,342.0
Plot  Area,1.0,others,2400.0,6.0,1.0,6,245.0
Plot  Area,1.0,others,1375.0,2.0,1.0,2,105.0
Super built-up  Area,0.0,others,1693.0,3.0,2.0,3,108.0
Super built-up  Area,1.0,others,1150.0,2.0,2.0,3,77.5
Super built-up  Area,1.0,others,1058.0,2.0,2.0,2,60.0
Built-up  Area,1.0,others,900.0,1.0,1.0,1,30.0
Super built-up  Area,1.0,others,1672.0,3.0,2.0,3,150.0
Built-up  Area,1.0,others,1250.0,3.0,2.0,3,139.0
Super built-up  Area,1.0,others,1468.0,3.0,2.0,2,130.0
Built-up  Area,1.0,others,1480.0,2.0,0.0,3,145.0
Super built-up  Area,1.0,others,2280.0,3.0,1.0,3,285.0
Super built-up  Area,0.0,others,2000.0,3.0,2.0,3,200.0
Super built-up  Area,1.0,others,1080.0,2.0,2.0,3,75.0
Super built-up  Area,1.0,others,2400.0,2.0,1.0,3,150.0
Super built-up  Area,1.0,others,1125.0,2.0,1.0,2,75.0
Built-up  Area,1.0,others,1596.0,3.0,0.0,3,95.0
Built-up  Area,1.0,others,1639.0,3.0,3.0,3,123.0
Super built-up  Area,0.0,others,525.0,1.0,1.0,1,26.0
Super built-up  Area,1.0,others,1740.0,3.0,2.0,3,199.0
